"title","authors","issue","abstract"
"一般心理能力(GMA)预测绩效：现状、机制及趋势","李英武;于宙;韩笑;刘婷安胥","2015 Vol. 23 Issue (3)  448-459<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00448","一般心理能力(General Mental Ability, GMA)是人事选拔领域应用最为普遍的预测源, 百年来的研究证实, GMA不仅直接影响工作知识的获得与技能习得, 还通过学习和问题解决间接影响个体的工作绩效, 是工作绩效的最佳预测源。未来对GMA本质以及GMA与绩效关系的探讨, 除了经典测量学视角外, 还应借鉴认知神经研究范式, 深入揭示GMA预测工作绩效的脑认知机制, 同时进一步收集GMA的预测效度以及中国情境下的概化效度证据。"
"五因素取向人格测验的发展与比较","陈基越1;徐建平1;黎红艳1;范业鑫1,2;路晓兰1","2015 Vol. 23 Issue (3)  460-478<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00460","五因素取向人格测验是目前评价个体人格特质时被广泛应用的一大类重要人格测验工具。该类测验数量众多, 长度各异, 形式多样。根据其题目呈现的特点, 可将现有的30余种五因素取向人格测验分为自陈式、核检表式、非言语式三类。在不同研究和实践情境下, 各个五因素取向人格测验具有各自独特的优劣势, 信效度的变化都不同。在实际应用中, 应根据不同研究需求区别使用, 并注意测量目的、施测次数、测验长度、被试特点、文化差异性等对测验结果的影响。当前, 五因素取向人格测验的开发正向着简明、全面、跨文化方向发展。"
"人际感恩：社会交往中重要的积极情绪","梁宏宇1;陈石1;熊红星2;孙配贞3;李放1;郑雪1","2015 Vol. 23 Issue (3)  479-488<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00479","人际感恩是指个体由于接受了他人善意提供的具有一定价值的恩惠而诱发的一种愉悦的、心怀感激而意欲报答的认知性情绪。情境评估过程是人际感恩得以产生的关键环节。此外, 人际感恩的产生还会受到受惠者自身特点、双方关系特点等因素的影响。情节剧本、真人互动等任务是研究人际感恩的常见范式。另外, 人际感恩还具有个体、二元、团体三个层面的功能。加强人际感恩神经生理机制的研究, 考察由人际感恩到特质感恩的培养路径, 拓展人际感恩的功能研究, 探索中国文化背景下的人际感恩是未来人际感恩的研究方向。"
"人际敏感：从社会认知到心理危险因素","刘艳1;谷传华2","2015 Vol. 23 Issue (3)  489-495<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00489","作为一种社会认知能力, 人际敏感受到了研究者的广泛关注。近年来, 研究者将这种以不断担心负面的社会评价为特征, 对他人评价保持警觉与敏感, 并采取防御性行为(如服从或抑制行为)以避免负面社会评价的倾向作为个体一种整合的人格特征。研究发现人际敏感是传染性疾病的心理危险因素, 并可能会增加心血管疾病的风险。未来研究应发展信效度良好的测量工具, 进一步地整合相关模型, 明确人际敏感影响健康的内部机制, 为疾病的预防与心理干预提供指导。"
"子团队：形成、类型、中间过程及影响","倪旭东;戴延君;姚春序;张宏","2015 Vol. 23 Issue (3)  496-509<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00496","子团队是指在团队断裂带作用下而形成的一种集合体, 它是对团队多样化深入探讨后所产生的结果, 并已经逐渐成为团队研究的热点。从子团队的定义出发, 对子团队的形成基础、类型、作用于绩效的过程变量、对团队结果的影响以及伴随这些环节的调节因素进行论述, 并在此基础之上建构了子团队研究框架图。最后提出未来的研究应该对领导、情感、国家背景、社会网络和子团队测度在子团队研究中所扮演的角色做进一步的探索。"
"利用网络进行心理学研究：西方与中国概况","王娱琦1;余震坤1;罗宇1;陈杰明2;蔡华俭1","2015 Vol. 23 Issue (3)  510-519<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00510","基于网络的心理学研究(简称网基研究)即用网络进行的心理学研究, 包括非反应性网基研究、网基调查、网基心理测验以及网基实验四种类型, 具有样本大并且多样、外部/生态效度较高等优点, 但同时也面临实验控制不足、自我选择、中途退出等问题。本文对网基研究的历史、类型、优缺点及发展状况等相关内容进行了阐述, 并特别对我国的网基研究历史、现状和发展进行了简要介绍。"
"社会关系模型在心理研究中的应用","徐桃1;张敏强1;王小婷1;黄兆锋1;焦璨2","2015 Vol. 23 Issue (3)  520-528<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00520","社会关系模型(SRM)将个体在双方关系中的行为和人际知觉的变异分解为个体和关系两个层次, 适用于研究行为和社会知觉的复杂性和多重性问题, 弥补传统心理学研究中缺乏生态效度的缺陷。SRM的研究设计包括循环设计和区组设计, 多种数据分析方法及相应软件可供研究者在处理成对互动关系数据时选择, SRM在心理学各分支领域有各自的应用特点、优点及问题。未来的研究应拓展SRM区组设计的应用、参数估计方法的进一步比较以及向多变量SRM分析转变。"
"因子混合模型：潜在类别分析与因子分析的整合","陈宇帅;温忠麟;顾红磊","2015 Vol. 23 Issue (3)  529-538<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00529","因子混合模型(FMM)是考虑了群体潜在异质性后的因子分析模型, 它将潜在类别分析(LCA)与传统的因子分析(FA)整合在同一框架内, 既保留了两种分析技术的优点, 同时又展现出独特优势。FMM的应用主要包括描述变量的潜在结构、对被试进行分组以及探测社会称许偏差等。我们建议分别采用FA、LCA与FMM三种模型拟合数据, 参考拟合指数和模型可解释性选择最优模型。总结了FMM的分析步骤以及软件使用, 并用于探讨大学生社会面子意识的测量模型。未来研究应关注FMM分析过程的简化, 继续深化对拟合指数等方面的探讨。"
"我是谁？——人际间多感觉刺激下的识脸错觉","周爱保;张彦驰;刘沛汝;尹玉龙;张 奋","2015 Vol. 23 Issue (2)  159-167<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00159","识脸错觉是在人际间同步多感觉刺激下将他人面孔感知为自我面孔的一种主观体验。继Tsakiris报告了识脸错觉现象之后, 研究者通过选取不同的刺激呈现方式、不同的被试, 重点对被试的主观体验、行为反应两个方面进行了考察, 并得到了大量新的研究成果; 发现年龄、性别及内部敏感性是影响识脸错觉强度的重要因素, 右侧颞顶联合区、顶内沟和枕下回的神经活动与被试主观报告的错觉体验强度相关。未来识脸错觉研究应侧重于研究策略的多样化并为生物特征识别中新模态的选择提供理论支持。此外, 同步多感觉刺激技术的开发与应用将会对自我新面孔认同训练具有重要意义。"
"灾后孤儿创伤后应激障碍的发生发展及其认知神经机制","张兴利1;李晓燕1,3;柳铭心1,2;施建农1,3,4;刘正奎1","2015 Vol. 23 Issue (2)  168-174<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00168","灾后孤儿亲历双重重大创伤, 是创伤后应激障碍(post-traumatic stress disorder, PTSD)的高发群体; 同时, 巨大创伤对其认知功能和行为模式也带来一定程度的影响。本研究拟以灾后孤儿这一特殊群体为研究对象, 考察“PTSD发生发展及其认知神经机制”, 具体如下：(1) 采用序列研究设计, 展开灾后孤儿PTSD流行病学调查, 描述其PTSD发生发展、变化的轨迹和时程特点; (2) 展开横断研究, 考察灾后孤儿认知发展特点, 并通过结构方程模型, 揭示其PTSD发生发展的心理行为机制; (3) 采用眼动和脑电技术展开比较研究, 考察罹患PTSD孤儿的认知神经机制。本研究的研究结果将对今后的灾后孤儿安置及心理援助提供科学建议; 为有针对性地提供心理干预、制定心理干预的总体规划提供科学依据; 力争为今后孤儿的创伤心理的诊断、干预效果评估提供科学客观的指标和方法。"
"重复知盲效应的理论之争及脑机制","肖雪珍1;王爱平1,2","2015 Vol. 23 Issue (2)  182-191<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00182","重复知盲现象自被发现至今已走过四分之一世纪, 这期间重复知盲的产生机制一直是争论的焦点, 并有标记个体化理论、类型节点不应期理论、竞争理论、提取失败理论和建构/归因理论等多种理论解释。大量研究证明, 重复知盲是一种视知觉失败现象, 但也有研究认为它是一种记忆失败现象。很多研究还发现, 重复知盲不仅受到呈现时间和间隔刺激个数的限制, 还受到实验材料的性质、刺激的空间位置及人们的反应方式等多种因素的影响。近些年来, 随着ERP和fMRI等技术的利用, 从更深层次揭示了重复知盲产生的脑机制。同时, 重复知盲也作为一种实验范式应用于视觉加工领域的研究中。目前关于重复知盲仍然有很多问题值得探索。"
"空间参照框架的产生机制及与认知机能的关系","李英武;于宙;韩笑","2015 Vol. 23 Issue (2)  192-201<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00192","空间参照框架是个体表征空间方位的方式, 按照表征中心的不同分为自我中心和环境中心两种参照框架。长期对某一参照框架的持续激活可以形成对该空间参照框架的偏好, 不仅会影响个体的神经元结构, 还会对认知机能产生重要影响。偏好环境中心参照框架会增加海马及其附近脑区的灰质, 而偏好自我中心参照框架会增加尾状核的灰质。海马灰质体积增大会增强正常人的空间记忆能力。持续激活环境中心参照框架的个体会增加海马灰质体积, 从而降低患老年痴呆的风险。未来研究应关注, 地域差异、城乡差异等环境差异在空间参照框架与认知机能关系中的影响机制, 并进一步收集空间参照框架训练在老年痴呆病人中干预效果的实证证据。"
"熟悉性能够支持联结记忆：一体化编码的作用","郑志伟1,2;李娟1;肖凤秋3","2015 Vol. 23 Issue (2)  202-212<U+00A0><U+00A0><U+00A0><U+00A0>DOI: 10.3724/SP.J.1042.2015.00202","双加工理论认为熟悉性和回想是支持情景记忆的两种基本加工过程。一般认为熟悉性和回想都可以支持项目记忆, 但只有回想能够支持联结记忆。然而, 一体化假说提出, 当刺激材料在学习阶段得到一体化编码, 形成一个单一、整合的表征时, 熟悉性也能够支持联结记忆。以往研究主要利用实验材料的固有特征, 或使用定义法、交互表象法来实现对刺激材料的一体化编码, 然后通过配对联结再认范式或来源记忆范式验证一体化假说。神经成像研究发现, 位于内侧颞叶的嗅周皮层能够支持编码阶段一体化表征的形成和基于熟悉性对一体化表征的提取。未来研究应克服以往研究中存在的方法学缺陷、从功能神经网络的角度考察一体化加工的脑神经机制、并注重一体化编码策略在特殊人群中的应用价值。"
